gamePk,home_team_id,home_pitching_player_ERA,home_pitching_player_WHIP,home_pitching_player_K_per9,home_pitching_player_BB_per9,home_pitching_player_HR_per9,home_pitching_player_K_BB_ratio,home_pitching_player_pitches_per_inning,home_pitching_player_strike_to_ball_ratio,home_pitching_player_ground_to_fly_ratio,away_team_id,away_pitching_player_ERA,away_pitching_player_WHIP,away_pitching_player_K_per9,away_pitching_player_BB_per9,away_pitching_player_HR_per9,away_pitching_player_K_BB_ratio,away_pitching_player_pitches_per_inning,away_pitching_player_strike_to_ball_ratio,away_pitching_player_ground_to_fly_ratio
744890,141,0.5625,0.25,11.25,1.6875,0.5625,4.0,14.3125,2.172727272727273,0.8,108,4.0,0.8333333333333334,13.0,1.0,3.0,4.0,13.222222222222221,4.608695652173913,1.3333333333333333
744891,141,58.613445378151255,9.427043544690603,33.90756302521008,28.556149732620323,6.932773109243698,1.1666666666666667,101.60300483829896,1.990340136054422,0.0,143,40.714285714285715,6.735930735930736,15.077922077922079,2.5714285714285716,14.571428571428571,1.0,39.40692640692641,2.7625850340136053,0.4444444444444444
744892,141,3.4285714285714284,0.42857142857142855,13.285714285714286,0.0,3.0,,14.142857142857144,2.42,1.5,108,54.15,6.525,8.85,30.3,24.75,0.6875,61.016666666666666,1.4752331002331003,0.0
744893,141,62.57926829268293,10.575203252032521,37.44512195121951,32.231707317073166,31.115853658536583,1.5,90.53658536585367,1.6448412698412698,0.5,113,3.6951219512195124,3.532520325203252,26.461197339246123,17.597560975609756,1.0975609756097562,1.0,46.117147080561715,2.125857654889913,3.5
744894,141,3.375,1.65,11.925,3.375,1.125,2.5,16.25,2.5110645933014357,1.0,108,15.0,2.4444444444444446,6.0,3.0,3.0,0.0,20.444444444444446,2.663888888888889,2.5
744895,141,5.0625,1.5,9.5625,3.375,1.125,1.5,18.875,1.6726190476190474,1.0666666666666667,133,4.285714285714286,0.9523809523809524,4.714285714285714,1.2857142857142856,0.42857142857142855,1.3333333333333333,9.952380952380953,2.146031746031746,3.0
744896,141,3.857142857142857,1.3809523809523807,3.0,0.8571428571428571,0.0,3.5,15.571428571428571,2.2544802867383513,1.8333333333333333,113,6.585365853658537,1.2195121951219512,4.695121951219512,1.4634146341463417,3.658536585365854,1.5,15.188346883468837,3.21875,1.0
744897,141,0.34615384615384615,4.430769230769231,6.639860139860138,0.34615384615384615,0.34615384615384615,5.0,34.123776223776225,1.6,1.5,133,0.0,0.375,10.875,2.625,0.0,4.0,14.208333333333334,1.4303571428571429,1.5
744898,141,4.68,1.28,7.2,2.52,0.36,1.25,13.8,1.2914285714285714,1.4,113,2.25,1.5265151515151516,8.113636363636363,9.238636363636363,1.875,1.0,23.920454545454543,2.0218253968253967,1.1666666666666665
744899,141,5.625,1.375,5.625,1.6875,0.5625,0.6666666666666666,15.75,2.0562211981566816,0.9375,110,6.834811529933481,1.23059866962306,13.72450110864745,2.7439024390243905,0.5487804878048781,1.2,17.694567627494457,2.4404761904761907,1.1666666666666667
